;; -*- coding: utf-8 -*-
[Comment]
纯净二笔
-----------------------------------------
二笔输入法规范编码  作者：承谦堂主	
icna 溊
icnb 汜 漒
icnc 戶 澼
icne 泦 浘 泥
icnh 浔 澅 湕 潯 津
icnj 渌 灛 澗 濜 灍 濶 瀾 潣 潤 潚 澖 灁
icnk 涒
icnl 浸 泀
icnn 泯 渳 瀰 湣 漲
icnq 渥 澱 涺 潳 漏
icnr 浕 決 沢
icns 澉
icnt 潺 淈
icnw 涮 漽 灟
icnz 汛
ico, 滨 沱 泬 涳 浶 瀋 湥 溛 漥 涴 瀉 潌 溶
ico. 滓 淧 滵 澝 濘
ico/ 洝 濵 濅
icob 浨
icod 湉
icog 涫
icom 涫 渖 漃
icon 淀 渲 浣 泞 淙 濱 浤 瀽 滱 涋 瀗 演
icos 浺
icp, 泳
icp; 泻 浑
icph 溕 浪
icpi 泌
icpj 渾
icpk 沪 滬 涙 淚 淭
icpo 沁 懑 懘 懣 慂 惉
icpq 浒
icpr 浫 滘 深
icps 溟
icpt 浓 沈 沉
icpv 逤
icq/ 瀿 海
icq; 滊 汽
icqa 涐 澔 濳 涏 涶 灒 泎 洗 浩
icqb 汔 汑
icqd 湫 潲 瀩 浰 潻 涹
icqg 湩
icqi 滗 潷 澨 瀄
icqj 洙 挲 汻 汼 泩 涶 潕 淛
icqk 湃 潅 泆 潪
icqm 沲
icqr 沃 潡 潄 漵
icqs 溗 漡
icqx 汘 活
icr 汃
icr, 汾 湓
icr. 滃 泛
icr; 洮
icrd 洕
icrf 浴
icri 淫 溪 淨 浖 漞 涭 浽 潙 渓 鸂 濦 滛 湲 灂 浮 滔
icrk 淆 浠
icrl 涗
icrm 汹
icrq 潘 渊 泘
icrr 滏
ics 汩 汨 溂
ics. 溻
ics/ 濕 灦
ics; 混
icsf 滉
icsg 漫 澷 温
icsh 淂 涆 淏
icsi 灇 濧 澲
icsj 瀑 湜 濐
icsk 湯
icsq 滥 湦
icss 淐 湿
icst 渴 渇
icsv 涅 溡
icsy 灏 灝 澋 渂
icsz 泹
ict 氿
ict. 湚 没 沟
ict; 泜 涽 汦
ictd 泺 泲 沵
icte 淴 沕
ictg 涣 鲨 浼 潒 渙 瀨 澛 瀂 鯊 漁 渔
icth 甪
icti 淗
ictk 澹 洬 洈
ictl 瀺 泃 浵 沿
ictm 濪 灔 灧
ictn 泡 浄 瀞
icto 漈 濥 泈
ictp 鸿 溜 瀏
ictq 漪 潴 淘
ictr 沨 洶
icts 洵
ictt 泖 澥
ictv 洛 汲 汐 汎 汣 洺 汍 汋 汷 淍
ictw 渢 淊
icty 涤 洚 浲 灨 渹 滐 汮 湰 漨 浵
icub 涧
icue 浙
icuf 湁
icun 润 澜
icv 塰 堻 埿 壍 塗 汢 垽 塣
icv. 溘 灎 灩 法
icvi 澾 涬
icvj 溡 洔
icvl 溒
icvr 淩 淕
icvv 湗 溎 澆 洼
icvw 浾
icw, 漗
icw. 澳 澚
icw; 涎 溲 湼 淣 沜 潟 澙 淵
icwh 灚
icwj 浜
icwm 洫 潈 潨
icwn 激 泊 湟 溴 洎 濞 溾 淿 湐 漑 滜 澔 湼 鴻 濼 渒 湶 渪 溮 溩 鸂 魙
icwx 汌
icx 桬 梁 染 渠 沐 柒
icxe 淅 涁
icxf 漆
icxg 湘
icxh 渿
icxq 灪
icxr 淞 漆
icxs 渣
icxv 溎
icxw 湐
icxx 潸 漤 潹 濋 滼 澿 澘 漜 淋
icy, 淤 漩 汸 湤 游
icy. 澈 淯 流
icy/ 泫 滀 澭
icyb 瀛 汒 灜
icyc 灖
icyf 汴 淬 液
icyg 澶 瀤 澟 灗 滖
icyh 滸 灤 灣
icyi 漳 涪 潼 滂 浐 滻 灨 濟 滰 濓 瀧 湆 湇 淁 瀙 滳 滝 渧 澺 澵 滴 泣
icyj 注 卒
icyl 淳 濠 湻 潡 滈 涥 漷 涼 湸 瀼 渟
icyq 瀇 渡
icyr 浏 漓 汶 濂 滾 済 灕 洨 滧 渷 济 滚
icys 滦 湾
icyt 漉 裟 沆 溏 瀌 灋 漮 滽 澬
icyw 瀍 洂 湙
iczf 滙 淶 瀒
iczl 湢 浢 滒 滆 漚 瀜 淢 河
iczs 洹
id 月 
id, 肋 勝 劣
id,, 脇
id,c 肠
id,o 胁
id,v 肕
id,z 肗
id.. 腏
id.; 臎 膠
id.e 膯
id.j 胫
id.l 胎
id.m 腬
id.r 脧 朘
id.v 肞
id/ 腃
id/, 腦
id/k 腞
id/l 胟
id/m 臘
id/r 膷
id/u 縢
id/y 胟
id;/ 脛
id;; 胰
id;d 胨
id;g 肫
id;h 脻
id;t 肶
id;v 胵
ida, 臄 臚
idah 腓
idaj 胩
idal 胋
idan 胪
idb 凣 肊
idbf 臒
idbg 朠
idbk 臓 臟
idbp 朦
idbs 膜 臈
idby 膵
idd 朋
iddd 朤
iddu 尛
ide. 胍
idea 胻
idec 肜
idej 肵 腯
idet 脈
idfe 胗
idff 脞
idfh 脍
idfj 胕 膾 腀
idfl 脸
idfp 肣 朎 腍
idfq 胱
idfr 膛
idfy 膲 臇 脽
idfz 腧 臉
idga 腨
idgf 膃
idgh 胛 胂 覍 腘 腂 膢 腢 臞 賸 省
idgi 黱
idgj 腮 腆 蜰 膭 蠽 膿 腗 螣 腲 肿
idgk 胭 胦
idgl 尙
idgm 腡 膼
idgr 肭 朒
idgs 臅
idgx 帅 膗 幐
idgz 胴 膕
idh. 
idha 腈 脿 膆
idhb 肟
idhj 腻 膩 肨
idhk 腠
idhr 肤
idht 朊
idhw 肼
idhx 肝
idi 少
idi; 膁
idif 腅 朥
idih 滕 膳 塍 胼 媵 黱 腃 勝 榺 賸 幐 縢 螣 謄 騰 鰧 膡 羘  腾 胖 朕
idij 膦 脒
idik 膉
idil 脱
idix 雀
idj. 肢
idja 腜 朑 臙 腊
idjb 膹
idjg 腩
idjh 騰 脹
idjm 膘 脼 师 腰 肺
idjn 膊 脯 腖 脨 臔 膞
idjp 脖
idjv 肘
idjy 脙
idjz 膨 臌 肛
idk, 胧 豚
idk. 肱 胈 肬
idkf 胚 肧 脴
idkg 腼 胹 腝 脜
idkh 脤
idki 脄
idkj 膸
idko 肽 膫 肰
idku 腌 尜
idkv 脥 尖
idky 胯
idl. 脦
idlg 脶
idlh 脭 脵
idll 臊 腭
idlm 臛 臑 膤
idlq 胓
idlr 胑
idm. 服
idm; 肥
idmb 肔
idmg 朏 胐
idn, 胇
idn; 腿
idna 腵
idnb 膙
idne 胒
idnh 腱
idnj 膶
idnq 腒 腛
idnw 脲
idnz 归
ido 尐 
ido, 腕 膑 膣 腔
ido/ 胺
idob 臗
idoe 脳
idon 腚 脘 腙 臏 腟
idp, 脉
idph 朖
idpj 腪
idpt 脓
idpv 遯 迌
idq. 胀
idq/ 脢
idq; 膬 毟
idqa 胙 腄 脡 臜 臢
idqb 肐
idqd 脷 腇
idqg 臐 腫
idqj 腄 膴 脌 胜
idqk 胅 腁
idqm 胣
idqs 腹 膓
idr, 朌 肦
idr; 朓 脁 肹
idrf 腳
idri 脬 脟 脮 膎
idrj 脎 肸
idrk 脪
idrl 脫
idrm 朡
idrq 膰
ids 刖
idsg 腽
idsk 腸
idsq 腥
idsz 胆
idt 肍 肌
idt. 股
idt; 胝
idtd 胏
idte 肳 脗
idtf 肷
idtg 鰧 脕 
idtk 膽 脆
idtl 朐 胊
idtm 脃
idtn 胞
idtp 鹏
idtr 胸
idts 脂
idtv 胳 肑 肒
idty 胮 膖
idv 尐 小 尘 肚
idv. 胠 脚
idvv 胿 膮
idw, 膍
idw; 腴 腉 脠 膄
idwh 腶
idwn 脾 腺 胉 鵩 鵬 膇
idx 榺
idxf 膝
idy, 胲 肪
idy/ 臃 膟 胘
idyc 腑 脏
idyf 腋 脺
idyg 膻
idyh 謄
idyi 膀 臆 膪 腤 腣 朧 臍 朣 膧 膱
idyl 脝 朜
idyr 臁 膌 脑 胶 脐
idyt 肮 臕 膔 褜 膅
idzl 膈 腷 脰 胢 膒
ie 
ie, 勶 舠 劤 劶
ie,g 彼
ie,z 媻 媭 嬃
ie. 反
ie.e 艠
ie.j 径
ie.v 瓜
ie.z 舟
ie/ 卮
ie/i 後
ie/n 衟
ie/u 縏
ie;, 彻
ie;/ 徑
ie;; 衐
ie;b 卮
ie;h 徢
ie;t 舭
iea, 艫 艣 虒
ieaa 徙 徏 頾 頿
ieah 徘
iean 舻
iear 辵
ieb 凢 乺
iebf 艧
iebp 艨 徔
iec 彡
iech 衍
iee. 舨 舧
ieej 斦 所 循
ief 爪
ief/ 舱
iefc 艄
ieff 從
iefh 鎜 艅 徐
iefj 徻
iefp 艙 彾 舲 衑 艌
iefr 艡
iefw 徜
iefy 艭
iega 徽 徵 黴 徴 微
iegd 幑
iegf 徾
iegh 衢 徂 艃 艛 覛 忂 舺 質
iegi 黴
iegj 舳 舯 螌 瓥
iegl 徊
iegr 澃
iegs 斶 盤 盨 盘
iegt 舰
iegx 舢 幑 幋
iegz 衕
ieha 彺 徴
iehd 鸻 禦
iehg 乕
ieht 衏
iehx 乕 衎 行
iei 诶
ieif 熧
ieig 徶
ieih 徉 艖 艤
ieij 従
ieik 艏 衜 艗
ieiv 舣
iej 哦 额 俄 斤 鹅 娥 峨 蛾 讹 莪 锇
iej, 舾 徆
iej. 徚
ieja 艜 艓 徣 衖 鞶 舼 聳
iejf 艢
iejg 盾 徳 徝 衠 德 质
iejj 徰 征
iejl 衚
iejm 徱
iejn 衙 艚 艦
iejv 斥
iejz 舡
iek, 瓥
iek. 瞂
iekg 颀 頎 須 頿 须
iekl 磐
ieko 舦
ieky 徛 舿
iel 啠 后
iela 躗 躛
ielh 徎
ielj 艥
ielm 艝
ielq 徕
ielv 垕
iem 郈 郍 邤
iem; 舥 巵 爬
iemb 彵
iemj 艋
iemz 徫 衛 衞
ien, 彿
ien; 很
iena 徦
iene 艉
ienh 徤 律
ienq 艍
ienw 徲
ienz 甪
ieo, 舵
ieon 徖
ieph 艆
iepk 徧 艑 舮
iepo 愆 懲 慫 慇 憄 惩
iepv 遁 逅 逓 遞 近 返
ieqa 艇 舴 艁
ieqg 衝
ieqi 艞
ieqj 御 搫 徃 衘
ieqk 瓞
ieqs 復
ier 貭
ier. 舩 彸
ieri 徭 艀 徯
ierm 艐
ies 劕
iesg 艒
iesh 得
iesj 徥
iesm 忁
iet. 殷 般 役
iet; 彽
ietf 歋 欣
ietg 艪 衡
ietl 艬 船
ietn 瓟 爮
ietp 鸻 鸼 
iets 徇
ietv 瓝 舤 彶 徟 彴
iety 艂 舽
iev 垕 坕 垼
ieva 徒
ievj 待
ievv 徍 徺 街
iew 丯
iew; 艘
iewn 舶 徨 徼 艊 鶞 鴴 鵆 艎 鷉 鵃
iewz 辵
iex 彳 槃
iexv 術
iey, 彷 舫
iey. 徹 艈
iey/ 舷 衒
ieyh 徾 讆 讏
ieyi 艟 徬 艕 徸 徿 艩
ieyj 往
ieyl 忀
ieyq 艔
ieyt 褩 航
iez 銜
iezf 徠
iezh 衔
iezl 舸
if 亻 人 卜 亽  
if, 隽 仂 劎 俲 仍
if,; 伮
if,g 佊
if,l 伽 佋
if,v 仞 剱 劒 劔 仭
if,z 姇 侞
if. 仏 雙 隻 仅 叙
if.. 傪 餟
if.; 耀 翎 翕 僇 翖 翛
if.e 僜
if.f 傩 似
if.g 俑
if.l 飴 佁
if.m 僪 伃 舒
if.q 俟 侔
if.r 俊 餕
if/ 仓
if/k 餯
if/m 儠
if/p 僟 饑
if/u 絛
if;. 佤 瓴 瓽
if;/ 俓
if;; 佢 侇
if;d 伢 牚
if;g 伅 飩
if;h 倢
if;j 伡
if;k 倾 傾
if;n 仾
if;q 侥
if;r 戗 俴 餞 戧 伐
if;t 偕 僭 仳 龤
if;v 代 倒 侄
ifa, 俿 儢 虩
ifa. 敆 敍
ifaa 偨 佌 饖 企
ifag 侦 偵
ifah 俳 韱
ifaj 佧 俶
ifak 偝
ifal 佔
ifan 偼
ifas 倬
ifat 儏
ifaz 仩
ifb 亾 亿
ifbg 儚 偀
ifbj 傇 僷
ifbk 偌
ifbp 饛
ifbr 餀 儰
ifbs 饃
ifbt 儆 僃
ifbv 饚
ifby 餝
ifc 
ifd 仴 脩 肖
ifd. 倏 偹 倐 儵 絛 條 鞗 鯈 翛 脩 修
ifd/ 兪
ifdd 倗
ifdi 仯 偗
ifdk 攸
ifdm 俷
ifds 俞
ifdv 仦 尒
ife. 仮 飯 侜
ifea 傂
ifej 伒 俽 偱 儨
ifex 餰 傱 偫
iff 仌 飤 从 仆
iff/ 伧
iffc 俏
iffd 伱
iffe 飻
ifff 僉 傘 侳 众
iffg 佡
iffh 鑫 侩 佺 倽 鋚 鎥 俆 餘
iffj 倹 儈 倫
iffl 俭
iffn 餱
iffp 伶 傖 仱 僋
iffq 侊 餁
iffr 偿 傥 償 饓 儅 饄 儻
ifft 伦
iffv 坐
iffw 倘 僘 价
iffy 僬 雔 餩 雦 儁 雂 倠 雓 雥
iffz 佮 餄 儉 偸 偷
ifg. 傦 餶 禽
ifg; 佀
ifga 偳
ifgf 赁 會 货 侧 贷 贪 赏
ifgg 雋
ifgh 俱 俎 俚 倮 賲 饆 側 貸 餜 貨 飷 倶 賃 僂 睂 俔 儬 伹 賞 儩 貪 覦 敒 偶 伸
ifgi 黛 黨 儵
ifgj 偎 儡 畲 佃 俜 偲 畣 當 僼 個 饋 傫 儽 侖 僶 侽 儂 儙 蝕 倎 僓 餵 畬 伷 仲
ifgk 候 佒
ifgl 佪
ifgr 氽 淾
ifgs 儇 盦 盫 儸 饠 盀 嵞 盒
ifgt 觎 伣 伵
ifgx 催 幤 帒 儶 傰 侺 峹 仚 仙 岱 常
ifgz 侗 餇
ifh 仁
ifh, 佞
ifh. 侌 伝 会 传 尝
ifha 俵 侙 儬 傃 仼 倵 債 錱 全 债 傲 倩
ifhd 佘 佅 余
ifhf 金
ifhj 仹 偰
ifhk 傣 俸 俦 偆
ifhm 伟
ifhr 伕 僣 儧
ifhs 傋
ifhw 侀
ifhx 仠 飦 舍
ifhz 仨
ifi. 伪
ifi/ 偽
ifi; 傔
ifif 餤 僗 儝 倐 焂 倓
ifig 僧
ifih 倦 佯 餅 併 餻 僐 饍 餸 傞 儯 饈 儀 伴
ifij 偻 僯 侎 偤 僔 伞
ifil 侻
ifin 俤
ifir 煲 伙
ifiv 仪
ifiz 偂
ifj 仃 隼 飣 仐 华 什
ifj, 酓 俩
ifj. 伎 俪 儷 鍊
ifj; 儔 僫 俹
ifja 佴 備 甞 僀 餌 僙 佄 傼 僅 饉 黋 儺 倛 僛 饊 鞗 伳 倻 偞 偡 供 借 耸
ifjb 偾 饙 僨
ifjf 俨
ifjg 傎 値 值
ifjh 仺 倀 傌 傤 儎 餦
ifjj 佱 傿 儥 佂 偾
ifjk 佬 偖 儲 侤 侾
ifjl                             餬 饐 俧 做 估
ifjm 傈 僳 侢 價 倆 伂 僄 価 僊 僲 偠
ifjn 僵 餺 餔 俥 傳 倲 俌 僡 儖 僆 饢 儾 舖 舗 餗 俉 僌 傮 倳 使 便 伍 傅
ifjp 餑 侼
ifjr 体
ifjv 傠 付
ifjy 俅
ifjz 佶 仝 僖 饎 仜 儓 仕
ifk, 龛
ifk. 伖 优 例
ifk/ 伌
ifka 傶
ifkd 侑
ifkf 俖 伓 伾
ifkg 颔 颌 佈 顀 侕 頷 頜 侟 領 睂 偭 餪 顦 偄 顩 優 龥 领 佰
ifkh 傉 侲
ifki 傸 偧
ifkj 佐
ifkl 佑 佦
ifko 僚 傄 伏
ifkp 伛
ifkq 儮
ifku 儞 餣 俺
ifkv 氺 俠 仗
ifkw 傆
ifkx 弇
ifky 倚 侉 倴 餴 倷
ifl 含 售 尚
ifla 蹩 跾 促
iflc 侶
iflg 丄 傊
iflh 俣 侱
iflj 偮
ifll 侣 僤 偔 偘 僉 僺 儼 龠
iflm 儒 俋 命
ifln 俁
iflq 侠 伻 俫
iflr 伿
iflw 侃
iflx 保
ifm 郐 郃 鄇 鄶 厁 鄃 倻 邻
ifmb 他
ifmg 飿
ifmh 侴
ifmk 偦
ifmz 偉 韑 仔
ifn, 佛
ifn/ 僎 饌
ifn; 佷
ifna 假
ifnc 僻
ifne 伲
ifnh 侓 健
ifnj 儘 龣 們 僩 僴
ifnk 侰 伊
ifnl 伺 飼 侵
ifnm 伄
ifnq 侯 倨 偓
ifnr 偋 侭 伬
ifnt 倔 僝 侷
ifnz 当
ifo 仒 
ifo, 佗 傧 倥 侘 僒 倇 傛
ifo. 儜
ifo/ 侒 倌
ifob 俕
ifoj 佛 斜
ifom 倌 舘 館
ifon 伫 儐 俒 傢 僿 佇 倧
ifoo 燞 烋 焦
ifoq 佥
ifp 今 愈
ifp; 辉
ifpf 雠
ifph 倉 俍 食
ifpi 佖 飶
ifpj 輝 餫 储
ifpk 僱 傓 偏
ifpo 愈 恁 怂 憊 怤 怹 恷 伈 悆 您 念 悠
ifpt 侬 伔
ifpv 逾 逍 進 令 途
ifpw 傕
ifpz 飠
ifq, 飭 伤
ifq. 伥
ifq/ 侮
ifq; 氅 毹 餼
ifqa 倕 餓 俈 飪 侁 侹 儹 饡 飵 作 任 俄
ifqb 仡 仛 飥
ifqc 光
ifqd 俐 倭 偛 偢 龢 俰 俬 餧 僽
ifqg 働 飾 偅
ifqj 侏 仵 牮 犨 犫 倕 搻 儛 揱 件 拿 掌
ifqk 佚 餠 倂 倁
ifqr 敞 僘 倣 斂 敜 僑 傚 敘 仸 飫 敒 侨 敛
ifqs 傷
ifqx 仟 佸 餂
ifr 仈
ifr, 份
ifr. 倯 傟 伀 倊
ifr; 佻 餆
ifrb 
ifrd 佾
ifrf 俗
ifri 俘 僾 倸 偁 僢 餒 饀 俀 僞 傒 傜
ifrk 俙 餙 倄 餚
ifro 儍
ifrq 僠 僁
ifs 刽 劁 創 剉 劊 會 剣 劍 刢 劏 创 剑 削
ifs. 傝
ifs/ 儑
ifs; 餛 倱 尡
ifsg 饅 僈 饂
ifsi 僕
ifsj 儤 偍
ifsk 餳 偒
ifss 倡
ifst 偈 餲
ifsz 但
ift 仉 飢 化 凭 仇 仑 党
ift. 係 伇
ift; 低
iftd 你
ifte 偬 伆
iftf 歙 龡 欱 燞 歛 欦 飲 飮 歈
iftg 偩 俛 鯈 像
ifth 佣
ifti 侈 俢
iftj 伜 佩
iftk 儋 佹
iftl 佝 儳 饞
iftm  仰
iftn 佨 飽 
ifto 佟 傺
iftp 鹪 鸧 鸰 餾 鸽
iftq 俇 儗
ifts 嘗 侚
iftt 飹
iftu 俻 倃 偺
iftv 倜 仫 仢 夎 佫 伋 餎 佲
iftw 偑 餡
ifty 傑 佭 伨
ifub 们
ifv 垡 垈 亽 坣 堡 堂
ifv. 佉 饁
ifvi 倖
ifvj 侍
ifvl 舎
ifvr 倰
ifvv 僥 饒 佳
ifw 介
ifw, 傯 傻
ifw; 倪 餿 傁
ifwb 餉
ifwm 侐
ifwn 傀 俾 鳪 鶬 鴿 偟 餭 鷦 儌 餽 鴒 朇 鳹 鵀 鵨 鶽 鵂 偊 鸙 伯
ifx 柋 雧 栠 條 棠 集 休 个
ifxr 倯
ifxs 餷
ifxt 鸺
ifxx 儊 僸
ifxz 樖
ify, 倣 侅 仿
ify. 俼
ify/ 傗 侫 伭
ifyc 饝 俯
ifye 侂
ifyf 倅 飰
ifyg 儃 饘
ifyh 隹 讎 讐 儲 傠 諐 信
ifyi 僮 韽 傡 餢 儕 儭 偙 傹 龕 儱 倿 偣 偐 億 傽 位 倍 傍
ifyj 飳 住
ifyl 僦 儫 傐 倞 儴 饟 偯 停
ifyq 兤 儣
ifyr 佼 侪 餃 俲 傚 伩
ifyt 衾 伉 儦 佽 傏 餹 餏 傭 裳 依 袋
ifz 亼 丛
ifzf 倈
ifzl 偪 餖 侸 傴 饇 何 合
ifzs 偃
ig 冂
ig, 勖 屶 虭 屷 屴 男 助
ig,, 蛠
ig,c 畅
ig,g 帔 骳 貱 蚾 岥
ig,j 嬲
ig,l 眧 蛁 岧 岹
ig,v 屻 岃
ig,z 囡 婁 嬰 婴
ig. 矍 廸 廻 廽 囜 禸 县
ig.. 黲 嵾 贂 蝃 幓 畷 罬
ig.; 翙 嵺 賿 髎 疁 蟉 嶍 翈 翾 矅 蛡 蠗
ig.d 罷 羆
ig.e 瞪 睽 嶝
ig.g 蛹 圎
ig.h 峄
ig.j 圗
ig.k 黪 峅
ig.l 贻 眙 囼 貽
ig.m 罞 蝚 沀 瞲 野
ig.q 眸 蛑
ig.r 峻 睃 黢 畯 賐
ig.v 蛏
ig/k 蝝
ig/m 罺 蠟 崰
ig/o 羂 羅 矊 羄
ig/p 幽 黝 蚴 岰 蟣 眑
ig/u 纍 累
ig/z 蚂
ig; 甹
ig;, 眓
ig;. 甊 甖
ig;/ 蛵
ig;; 眱 岠 蚷 峓 蛦
ig;a 崭
ig;d 蚜 岈 峫 岽
ig;g 囤 盹 巓 黗
ig;h 睫 蜨 崨
ig;q 蛲 峣
ig;r 戝 戙 帴 賤 戵 畏
ig;t 毗 蚍 蜌 旤 蝔 嶜 毘 黖
ig;v 蛭 峌 眰 骮 黓
ig;z 屿
iga 円
iga, 矑 蠦 髗 黸 巇 巚 巘
iga. 敱 敤 斀
igaa 眦 骴 蝆 蟕
igag 帧 幀
igah 峠 罪
igal 岾 點 貼 蛅 贴 帖
igas 罩
igaz 冉 甴
igb 虬 乢
igbf 蠖 矆
igbg 瞄 蠛 蠇 矒 幭 蜹 蠴 贎 蝧
igbh 瞱
igbj 瞒 螨 蠂 瞸
igbk 蟒 睰 蠎 髒 贜
igbl 矔 巏 蠸
igbn 蟏 蠨
igbp 嵘 崂 蠓 蝾 幪 矇
igbs 蟆 嶱 羃 瞙 幙
igc; 蟝
igcj 濷
igd 眀 朙 岄 蚏 冑 骨 胃 胄
igdd 崩
igdi 眇 巀
igdj 蛳
igdn 岿
igdr 眔
igdv 県
ige. 贩 畈 岅 販 罛 蛌 眅 畖
igea 螔
igef 爴
igeg 嵂
igej 岓 盺 瞃 蚚 蚸
iges 矀 嶶 覹
iget 眽
igex 瞛 嵷 崻 嵸
igez 骺
igf 氼 虲 贝
igf; 蚮 蟘
igfa 峜
igfc 峭 蛸 睄 帩
igfd 螩 峳
igfe 畛 眕
igff 睉
igfh 赊 蜍 峑 賒 賖 崟 崯 鑍 畭
igfj 蚹 睔 瞺 圇 崘 崙 蜦
igfl 睑 崄
igfn 帿 睺 蛜
igfp 岭 黔 囹 岑 蛉 嵢 螥 賶 蛿 岺 嶺 岒 蚙
igfr 瞠 螳 蟐 蟷 矘 贘 幥
igft 囵 囮
igfv 罖
igfw 蚧 骱 岕 畍 界
igfy 崔 帷 瞿 睢 雎 嶲 巂 嶕 嶣 蟭 蠄 蜼 瞧
igfz 蛤 蝓 嵛 峆 瞼 峇 帢 嶮 嶖 黭 崳 睮 囚
igg 冎
igg. 螖
igga 蚺 嵦 圌 畘 螘
iggf 贵
iggg 嶲
iggh 帼 蛆 岬 蝈 蜾 髁 蠼 蛽 罼 贔 畳 疂 疊 貴 覬 罝 瞜 螻 髏 嶁 買 瞐 岨 蠷 蚦 眒 覥 蜆 峴 睍 瞁 覞 賏 蠳 蝿 巊 嵎 髃 崱 冒 帽
iggi 崗 蟔 蝄
iggj 螺 岫 崮 蛐 蚰 峀 蟲 賗 崓 瞆 瞶 瞣 圚 畕 畾 蠝 嶩 睤 罳 畓 體 睓 賟 贃 嵔 蝟 蠅 蠈 蚛 崽
iggk 眏 岟
iggl 蛔
iggm 蝸
iggq 蜠
iggr 淼 蚋 赑 埊 巂 汖 崉 蛧 囦 沝 岗
iggs 盅 盎 圜 蛊 髑 蠱 泴 蜖 圐 盢 蠉 圛 嶧 蠌 蠋 嶵
iggt 觊 蚬 岘 觍
iggx 岀 岡 睏 屾 蠵
iggz 凹 峒 峝 蟈 幗 眮
igh 冃 冄 亗 曰
igh, 贱
igh. 囩 眃
igh; 賎
igha 蜻 帻 圊 蝳 賦 囯 螦 蚟 幘 瞔 崝   国 睛 赋
ighb 曳 曵 电
ighd 眛 帓 眜 眎
ighj 眶 蚌 盽
ighk 畴 螓 蝽 帱 蜯 睶 賰
ighm 帏 围
ighr 蚨 畉 瞡
ighs 購 崋
ight 贼 岏 貦 蚖 盶 賊 园
ighw 岍 畊 蚈 囲
ighx 禺 盱 盰 骭 虷 屽 虶 骬 曱 里 甲 申 岸
ighz 貝 畢 且 果 目
igi; 嵫 螆 螊 嵰 賺 赚
igif 煛 嶗 蟧 嶸 蠑 睒 賧 巆
igig 赠 蝉 罾 嶒 贈
igih 畔 蜷 嵯 蟮 蜣 蛘 畻 髊 嵳 睠 嵄 眫 賆 骿 帡 蛢 圏 眻 嶬 蟻 眹 圈
igij 眯 髅 嶙 蝼 瞵 嵝 蝤 岡 疄 瞇 崷 嶟 
igik 賹 巙 巕 螠
igil 罔 蜕 帨
igin 睇 罤 豑
igir 赕
igiv 蚁
igj 町 虰 帄 甼 中 盯
igj, 眪 蛃
igj. 岐 赎 黩 蚑 矖 朄
igj/ 眄
igj; 幬 疇 嶹
igja 嵌 羁 蟥 蚶 蜞 蟶 螮 幉 嵽 羇 羈 巈 嵁 羀 瞞 蟎 眲 帺 黚 螼 蟖 異 黮 蝶 蜡
igjb 丳 蟦 幩 黽 串
igjc 財 团 财
igjg 巅 罱 蝻 瞋 嵮 巔 黰 置
igjh 螞 罵 帳 賬
igjj 罡 黷 幊 囸 贖 眐
igjk 署 嵿 帾 賭 蛯 峔 螧 蝫 赌 睹
igjl 骷 罟 蛄 岵 固 蝴
igjm 瞟 螵 崾 幖 贉 蜽 瞫 黫 蟫
igjn 圃 蟪 圄 螬 赙 髆 峬 嶆 蛼 崬 蝀 崠 蜅 賻 峺 骾 螹 疅 蝲 圑 輋 團 峿 嶃 嶄
igjr 骵
igjv 団 虾
igjx 曲
igjy 赇 蛷 賕
igjz 黠 蟛 蛣 嶻 蠘 屸 瞦 蟢 睵 賳 由 田 虫 虹
igk 屵 眬
igk, 嶳 圂 眬 蛖
igk. 蛂 帗 蚘 峛 峢 蛚
igk/ 峸 蚅
igk; 崴 蛎 蝛
igkb 矋 巁 蠣 屼 嶤
igkd 贿 囿 蛕 賄 髄 峟
igkf 罘 嵟 岯 蚽 囨
igkg 颛 頔 耑 峏 頮 顆 顝 蝒 巎 颒 蝡 顋 蝢 幁 崸 顗 颙 顒 顓 颗
igkh 赈 農 蠮 帪 蜄 賑
igki 罽 嶡 嶥 蟩 炭
igkj 髓 嶏 嵗
igkl 礨 沯 岩
igkn 贓
igko 畎 贆 獃 狊 嶚 嶛 蟟 瞭 黙 默
igkp 岖 眍
igks 帞 蛨
igku 崦 罨 黤
igkv 蝰 睚 奰 睳 蛺 峚 峽 崕 因 史 央 瞭
igkw 螈
igkx 畀 畁 颒
igky 畸 崎 骻 輋
igkz 蟵 嵅 黬
igl 咼 冋 呇
igld 睊 罥 蜎
iglf 嶉
iglg 圓 圆 蝇 蜗
iglh 睈 蜈
iglj 嶯 圖
igll 蟬 幝 崿 幧 矂 嵓 巖 巗
iglm 蠕 矐 嶿 嶀
iglq 峡 睐 崃 蛱 岼 蚲
iglr 帜
iglt 贶 岲 眖 貺
iglz 回
igm 凼 鄷 郹 鄳 郻 虯 郥 邖 酅 邮
igm; 岜 蚆 帊
igmb 冎 咼 虵 貤
igmg 黜
igmj 蜢
igmk 嵋 睸 蝞 嶈 蝑
igmr 県
igmt 嶐
igmy 崡 蜬
igmz 囝 圍 幃 觃 覎 虸
ign, 岪
ign. 嵶
ign/ 蟤
ign; 螁 峎 蝍 蛝 眼
igna 蝦 睱
ignb 屺 囘 嵹 岂
igne 瞩 蚭 眤
ignh 睷 峍 圕 蟳
